5,0.7
7,0.1
3,0.05
3,0.0
7,0.05
15,0.05
4,0.2
3,0.35
7,0.0
15,0.1
11,0.05
5,0.15
8,0.15
3,0.15
4,0.1
71,0.0
20,0.0
7,0.05
3,0.1
9,0.15
4,0.5
4,0.1
13,0.15
15,0.2
15,0.95
15,0.4
7,0.05
17,0.05
9,0.15
21,0.1
3,0.05
6,0.1
5,0.1
11,0.05
4,0.3
8,0.0
5,0.1
15,0.1
6,0.2
3,0.2
5,0.25
13,0.15
4,0.0
4,0.05
7,0.15
3,0.25
11,0.85
6,0.0
17,0.0
7,0.2
3,0.1
4,0.25
21,0.05
25,0.05
40,0.0
16,0.15
31,0.0
2,0.85
9,0.0
6,0.1
21,0.1
5,0.05
4,0.35
29,0.1
4,0.75
15,0.0
4,0.05
4,0.1
5,0.05
9,0.2
7,0.1
9,0.0
28,0.0
4,0.0
5,0.85
16,0.0
5,0.2
14,0.0
12,0.05
4,0.05
6,0.9
4,0.25
9,0.05
4,0.15
7,0.15
9,0.1
3,0.05
3,0.0
6,0.3
5,0.1
12,0.1
3,0.95
8,0.75
45,0.05
3,0.4
7,0.05
24,0.0
9,0.25
13,0.0
4,0.15
9,0.0
8,0.05
7,0.05
13,0.0
13,0.15
9,0.1
14,0.0
5,0.1
4,0.2
187,0.0
13,0.05
7,0.05
9,0.1
7,0.15
13,0.2
4,0.15
7,0.2
33,0.05
6,0.05
29,0.1
3,0.9
9,0.15
7,0.05
6,0.0
17,0.2
5,0.0
10,0.0
17,0.0
4,0.15
4,0.0
13,0.05
11,0.0
13,0.0
8,0.25
5,0.25
5,0.1
13,0.15
8,0.3
10,0.05
6,0.15
6,0.0
17,0.85
7,0.25
7,1.0
23,0.05
13,0.2
3,0.1
6,0.15
4,0.0
7,0.05
7,0.25
5,0.1
9,0.1
9,0.15
15,0.0
12,0.1
6,0.9
26,0.0
3,0.0
5,0.15
5,0.15
17,0.2
17,0.0
4,0.2
11,0.1
411,0.1
6,0.2
9,0.4
5,0.2
34,0.0
7,0.1
10,0.1
9,0.25
12,0.25
14,0.05
7,0.3
9,0.3
3,0.25
6,0.15
2,0.7
2,0.9
7,0.05
3,0.25
20,0.0
7,0.0
12,0.05
2,0.75
13,0.1
3,0.2
6,0.15
4,0.2
19,0.0
28,0.85
7,0.1
5,0.05
3,0.05
2,0.55
5,0.1
6,0.2
7,0.25
3,0.1
8,0.0
4,0.1
4,0.15
4,0.95
53,0.0
3,0.0
8,0.1
5,0.0
4,0.4
11,0.05
9,0.15
9,0.15
5,0.15
24,0.0
93,0.05
7,0.0
11,0.0
13,0.0
37,0.1
7,0.05
3,0.9
7,0.15
4,0.15
6,0.0
7,0.6
4,0.05
15,0.35
5,0.15
3,0.75
5,0.85
23,0.05
6,0.05
9,0.1
11,0.1
25,0.0
41,0.0
3,0.15
17,0.05
7,0.2
28,0.1
25,0.15
4,0.15
4,0.15
10,0.1
8,0.0
4,0.2
7,0.0
9,0.05
6,0.05
3,0.95
14,0.05
21,0.1
11,0.15
13,0.1
9,0.0
10,0.0
9,0.0
6,0.1
8,0.05
11,0.15
7,0.2
13,0.25
9,0.7
9,0.15
4,0.05
4,0.25
13,0.1
3,0.0
4,0.3
3,0.0
4,0.25
2,0.55
9,0.1
9,0.0
4,0.95
15,0.05
41,0.0
7,0.05
7,0.0
30,0.0
6,0.15
8,0.1
19,0.2
9,0.9
6,0.25
18,0.9
5,0.0
5,0.0
8,0.05
15,0.25
7,0.05
12,0.0
9,0.75
6,0.9
31,0.1
15,0.05
47,0.0
4,0.05
4,0.05
25,0.0
5,0.2
8,0.0
11,0.1
9,0.15
5,0.25
8,1.0
12,0.0
4,0.15
11,0.25
11,0.0
51,0.2
6,0.0
11,0.05
10,0.8
7,0.2
9,0.15
4,0.1
4,0.0
5,0.0
8,0.2
16,0.1
14,0.05
5,0.05
3,0.0
10,0.3
12,0.0
7,0.95
6,0.05
5,0.95
8,0.0
9,0.05
5,0.25
8,0.15
21,0.0
9,0.05
4,0.0
4,0.0
7,0.05
6,0.0
5,0.15
5,0.7
10,0.05
13,0.1
6,0.1
10,0.1
7,0.1
11,0.2
9,0.05
5,0.25
6,0.15
2,0.85
6,0.0
13,0.05
9,0.2
9,0.3
3,0.45
4,0.0
23,0.1
6,0.2
5,0.3
4,0.05
6,0.05
5,0.2
3,0.15
3,0.45
6,0.05
9,0.8
3,0.95
4,0.15
4,0.15
8,0.05
5,0.1
5,0.2
9,0.95
4,0.2
6,0.0
3,1.0
2,0.45
3,0.0
10,0.05
4,0.15
5,0.15
6,0.05
19,0.1
6,0.1
120,0.0
19,0.05
7,0.0
7,0.3
6,0.25
13,0.0
6,0.1
12,0.05
11,0.05
9,0.05
7,0.05
5,0.15
5,0.1
7,0.1
18,0.1
13,0.0
23,0.1
3,0.1
9,0.2
3,0.1
3,0.0
4,0.0
3,0.4
12,0.0
11,0.05
9,0.15
7,0.2
2,0.95
11,0.1
5,0.1
4,0.0
68,0.0
11,0.0
7,0.05
15,0.05
9,0.0
17,0.05
3,0.45
6,0.5
10,0.1
7,0.1
4,0.15
5,0.0
4,0.05
9,0.0
15,0.0
7,0.15
7,0.3
4,0.0
6,0.15
23,0.0
5,0.15
4,0.0
14,0.05
257,0.0
16,0.15
4,0.05
9,0.05
5,0.25
35,0.0
7,0.05
6,0.05
4,0.45
9,0.2
7,0.15
5,0.2
4,0.35
22,0.0
17,0.15
6,0.15
25,0.2
9,0.2
3,0.1
3,0.3
7,0.8
6,0.05
9,0.8
13,0.05
17,0.0
8,0.0
4,0.7
3,0.1
9,0.05
8,0.25
175,0.0
3,0.0
6,0.15
13,0.1
5,0.0
7,0.15
7,0.1
13,0.25
9,0.2
5,0.35
4,0.1
6,0.15
3,0.7
4,0.2
8,0.15
17,0.15
4,0.0
4,0.15
9,0.75
5,0.3
9,0.15
6,0.15
5,0.2
8,0.15
17,0.0
8,0.4
7,0.0
6,0.05
3,0.45
27,0.0
23,0.25
9,0.2
4,0.2
8,0.05
8,0.0
2,0.75
6,0.05
2,0.8
13,0.0
4,0.15
18,0.0
5,0.05
6,0.1
19,0.2
3,1.0
8,0.25
7,0.05
5,0.85
36,0.1
5,0.25
7,0.1
10,0.15
4,0.15
6,0.1
3,0.5
7,0.05
6,1.0
14,0.0
6,0.1
7,0.35
3,0.0
6,0.0
7,0.0
6,0.25
3,0.15
11,0.1
19,0.05
34,0.0
6,0.0
4,0.1
3,0.85
4,0.05
7,0.15
11,0.0
13,0.2
5,0.05
11,0.2
6,0.2
42,0.05
3,0.15
21,0.05
5,0.2
5,0.15
12,0.0
5,0.0
5,0.05
20,0.15
4,0.05
4,0.0
5,0.05
11,0.05
4,0.1
6,0.0
3,0.05
3,0.25
5,0.8
13,0.05
21,0.0
5,0.0
13,0.9
11,0.05
7,0.15
5,0.15
4,0.2
23,0.05
8,0.05
13,0.0
9,0.05
5,0.15
5,0.1
17,0.0
3,0.7
2,0.9
9,0.2
8,0.0
58,0.0
19,0.1
3,0.25
7,0.3
5,0.05
3,0.05
7,0.1
7,0.15
13,0.15
6,0.25
11,0.25
11,0.0
7,0.05
7,0.25
4,0.0
5,0.0
6,0.1
5,0.1
4,0.05
13,0.1
6,0.0
13,0.1
3,0.25
15,0.0
3,0.05
19,0.05
44,0.05
13,0.1
17,0.1
6,0.2
36,0.05
7,0.2
4,0.1
13,0.9
7,0.1
22,0.0
5,0.1
7,0.3
19,0.05
12,0.1
10,0.2
17,0.0
19,0.0
21,0.0
4,0.25
15,0.05
41,0.1
5,0.15
8,0.05
9,0.25
9,0.0
4,0.8
14,0.1
13,0.15
